"","CUI","SDUI.x","CODE.y","STR.x"
"523","C0029936","D010052","58943","Ovariectomies"
"524","C0029936","D010052","1008924","Ovariectomies"
"525","C0029936","D010052","58925","Ovariectomy"
"526","C0029936","D010052","58940","Ovariectomy"
"527","C0029936","D010052","58943","Ovariectomy"
"528","C0029936","D010052","1008924","Ovariectomy"
"529","C0523807","D010092","82810","Oximetries"
"530","C0523807","D010092","82810","Oximetry"
"531","C0018935","D006400","85014","Packed Erythrocyte Volume"
"532","C0018935","D006400","85014","Packed Erythrocyte Volumes"
"533","C0018935","D006400","85014","Packed Red Cell Volume"
"534","C0018935","D006400","85014","Packed Red-Cell Volumes"
"535","C0030275","D016035","1007944","Pancreas Grafting"
"536","C0030275","D016035","1007944","Pancreas Graftings"
"537","C0030275","D016035","1007944","Pancreas Transplantation"
"538","C0030275","D016035","1007944","Pancreas Transplantations"
"539","C0030279","D010180","1007914","Pancreatectomies"
"540","C0030279","D010180","1007914","Pancreatectomy"
"541","C0034579","D011862","70355","Panoramic Radiographies"
"542","C0034579","D011862","70355","Pantomographies"
"543","C0079989","D016105","60500","Parathyroidectomies"
"544","C0079989","D016105","60502","Parathyroidectomies"
"545","C0079989","D016105","60500","Parathyroidectomy"
"546","C0079989","D016105","60502","Parathyroidectomy"
"547","C0024885","D015412","19301","Partial Mastectomies"
"548","C0024885","D015412","1014812","Partial Mastectomies"
"549","C0030605","D010314","1011869","Partial Thromboplastin Time"
"550","C0030646","D010328","95044","Patch Test"
"551","C0030646","D010328","95044","Patch Tests"
"552","C0030796","D010387","74710","Pelvimetries"
"553","C0030796","D010387","74710","Pelvimetry"
"554","C0031041","D010491","33025","Pericardial Window Technic"
"555","C0031041","D010491","33025","Pericardial Window Technique"
"556","C0031041","D010491","33025","Pericardial Window Techniques"
"557","C0031041","D010491","33025","Pericardiostomies"
"558","C0242427","D010492","33020","Pericardiotomies"
"559","C0242427","D010492","33020","Pericardotomies"
"560","C0031148","D010533","49084","Peritoneal Irrigations"
"561","C0031148","D010533","49084","Peritoneal Lavage"
"562","C0031148","D010533","49084","Peritoneal Lavages"
"563","C0031152","D010536","49425","Peritoneo Venous Shunt"
"564","C0031152","D010536","49425","Peritoneo-Venous Shunts"
"565","C0031152","D010536","49425","Peritoneovenous Ascites Shunt"
"566","C0031152","D010536","49425","Peritoneovenous Ascites Shunts"
"567","C0031152","D010536","49425","Peritoneovenous Shunt"
"568","C0031322","D010594","1021864","Pharmacies"
"569","C0031349","D010611","42890","Pharyngectomies"
"570","C0031349","D010611","42890","Pharyngectomy"
"571","C0031352","D010613","42955","Pharyngostomies"
"572","C0031352","D010613","42955","Pharyngostomy"
"573","C0005791","D001781","1006686","Phereses"
"574","C0031740","D010778","96912","Photochemotherapies"
"575","C0031740","D010778","96910","Photochemotherapies"
"576","C0031740","D010778","96913","Photochemotherapies"
"577","C0031740","D010778","1013466","Photochemotherapies"
"578","C0031740","D010778","1013474","Photochemotherapies"
"579","C0031740","D010778","96912","Photochemotherapy"
"580","C0031740","D010778","96910","Photochemotherapy"
"581","C0031740","D010778","96913","Photochemotherapy"
"582","C0031740","D010778","1013466","Photochemotherapy"
"583","C0031740","D010778","1013474","Photochemotherapy"
"584","C0031740","D010778","96912","Photodynamic Therapies"
"585","C0031740","D010778","96910","Photodynamic Therapies"
"586","C0031740","D010778","96913","Photodynamic Therapies"
"587","C0031740","D010778","1013466","Photodynamic Therapies"
"588","C0031740","D010778","1013474","Photodynamic Therapies"
"589","C0031809","D010808","1014526","Physical Examination"
"590","C0031809","D010808","1014526","Physical Examinations"
"591","C0032184","D010979","85597","Platelet Function Tests"
"592","C0032184","D010979","85576","Platelet Function Tests"
"593","C0032202","D010983","36513","Plateletphereses"
"594","C0032202","D010983","36513","Plateletphereses, Blood"
"595","C0032202","D010983","36513","Plateletpheresis"
"596","C0032202","D010983","36513","Plateletpheresis, Blood"
"597","C0032221","D010991","94726","Plethysmographies"
"598","C0032221","D010991","94726","Plethysmography"
"599","C0032284","D011013","32440","Pneumonectomies"
"600","C0032284","D011013","32440","Pneumonectomy"
"601","C0032328","D011031","32960","Pneumothorax, Artificial"
"602","C0032328","D011031","32960","Pneumothoraxs, Artificial"
"603","C0032716","D011167","37140","Portacaval Anastomoses"
"604","C0032716","D011167","37140","Portacaval Shunt, Surgical"
"605","C0032716","D011167","37140","Portacaval Shunts"
"606","C0032716","D011167","37140","Portacaval Shunts, Surgical"
"607","C0032722","D011171","47701","Portoenterostomies, Hepatic"
"608","C0032722","D011171","47701","Portoenterostomy, Hepatic"
"609","C0032782","D011181","59430","Postnatal Care"
"610","C0033052","D011295","59426","Prenatal Care"
"611","C0033052","D011295","59425","Prenatal Care"
"612","C0543467","D013514","1003143","Procedure, Operative"
"613","C0543467","D013514","1003143","Procedures, Operative"
"614","C0033573","D011468","1008656","Prostatectomies"
"615","C0033573","D011468","1008656","Prostatectomy"
"616","C0033707","D011517","85610","Prothrombin Time"
"617","C0033707","D011517","1014271","Prothrombin Time"
"618","C0033707","D011517","85610","Prothrombin Times"
"619","C0033707","D011517","1014271","Prothrombin Times"
"620","C0042273","D014629","43641","Proximal Gastric Vagotomies"
"621","C0042273","D014629","43641","Proximal Gastric Vagotomy"
"622","C0033905","D011581","96103","Psychological Tests"
"623","C0033905","D011581","96101","Psychological Tests"
"624","C0033905","D011581","96102","Psychological Tests"
"625","C0033968","D011613","1021137","Psychotherapies"
"626","C0033968","D011613","1021137","Psychotherapy"
"627","C0033971","D011615","90853","Psychotherapy, Group"
"628","C0034172","D011701","96912","PUVA Therapies"
"629","C0034172","D011701","96912","PUVA Therapy"
"630","C0022607","D007646","65771","Radial Keratotomies"
"631","C0043162","D014916","77470","Radiation, Whole Body"
"632","C0043162","D014916","77470","Radiations, Whole-Body"
"633","C0024884","D015409","19305","Radical Mastectomies"
"634","C0008797","D002933","76120","Radiocinematographies"
"635","C0008797","D002933","76125","Radiocinematographies"
"636","C0034579","D011862","70355","Radiographies, Panoramic"
"637","C0034575","D011861","70300","Radiography, Dental"
"638","C0034575","D011861","70310","Radiography, Dental"
"639","C0034575","D011861","70320","Radiography, Dental"
"640","C0034579","D011862","70355","Radiography, Panoramic"
"641","C1522449","D011878","1010843","Radiotherapies"
"642","C1522449","D011878","1010843","Radiotherapy"
"643","C0085076","D016462","19366","Reconstruction, Breast"
"644","C0085076","D016462","19366","Reconstructions, Breast"
"645","C0018935","D006400","85014","Red-Cell Volume, Packed"
"646","C0018935","D006400","85014","Red-Cell Volumes, Packed"
"647","C0005791","D001781","1006686","Removal, Blood Component"
"648","C0005791","D001781","1006686","Removals, Blood Component"
"649","C0011946","D006435","1012740","Renal Dialyses"
"650","C0011946","D006435","1012740","Renal Dialysis"
"651","C0022671","D016030","1008098","Renal Transplantations"
"652","C0677634","D013918","85670","Reptilase Times"
"653","C0677634","D013918","1011864","Reptilase Times"
"654","C0024487","D009682","76390","Resonance Spectroscopy, Magnetic"
"655","C0007203","D016887","92950","Resuscitation, Cardio-Pulmonary"
"656","C0009069","D003018","85170","Retraction, Clot"
"657","C0009069","D003018","85170","Retractions, Clot"
"658","C0008310","D002760","1007283","Retrograde Cholangiopancreatographies, Endoscopic"
"659","C0086923","D015361","1003504","Rhytidectomies"
"660","C0035960","D019035","1021907","Rural Health Centers"
"661","C0036136","D012489","58770","Salpingostomies"
"662","C0036136","D012489","58770","Salpingostomy"
"663","C0008509","D015193","59015","Sampling, Chorionic Villi"
"664","C0008509","D015193","59015","Sampling, Chorionic Villus"
"665","C0008509","D015193","59015","Samplings, Chorionic Villi"
"666","C0008509","D015193","59015","Samplings, Chorionic Villus"
"667","C0040405","D014057","76497","Scan, X-Ray CAT"
"668","C0040405","D014057","76497","Scans, X-Ray CAT"
"669","C0036313","D012546","78270","Schilling Test"
"670","C0036375","D012574","1021865","School"
"671","C0036375","D012574","1021865","Schools"
"672","C0085206","D016639","1009938","Scleroplasties"
"673","C0085206","D016639","1009938","Scleroplasty"
"674","C0024885","D015412","19301","Segmental Mastectomies"
"675","C0024885","D015412","1014812","Segmental Mastectomies"
"676","C0024885","D015412","19301","Segmental Mastectomy"
"677","C0024885","D015412","1014812","Segmental Mastectomy"
"678","C0024885","D015412","19301","Segmentectomies"
"679","C0024885","D015412","1014812","Segmentectomies"
"680","C0919842","D013588","86780","Serodiagnoses, Syphilis"
"681","C0036782","D015610","87197","Serum Bactericidal Test"
"682","C0036782","D015610","87197","Serum Bactericidal Tests"
"683","C0013961","D004632","ET","Service, Emergency Medical"
"684","C0031152","D010536","49425","Shunt, Peritoneo-Venous"
"685","C0031152","D010536","49425","Shunt, Peritoneovenous Ascites"
"686","C0031152","D010536","49425","Shunts, Peritoneo-Venous"
"687","C0031152","D010536","49425","Shunts, Peritoneovenous"
"688","C0031152","D010536","49425","Shunts, Peritoneovenous Ascites"
"689","C0032716","D011167","37140","Shunts, Portacaval"
"690","C0032716","D011167","37140","Shunts, Surgical Portacaval"
"691","C1659593","D012796","70380","Sialographies"
"692","C1659593","D012796","70380","Sialography"
"693","C0037265","D012866","1021887","Skilled Nursing Facilities"
"694","C0037265","D012866","1021887","Skilled Nursing Facility"
"695","C0037296","D012882","1011969","Skin Test"
"696","C0037296","D012882","1011969","Skin Tests"
"697","C0079104","D014626","88177","Smear, Vaginal"
"698","C0079104","D014626","88175","Smear, Vaginal"
"699","C0079104","D014626","88174","Smear, Vaginal"
"700","C0079104","D014626","88177","Smears, Vaginal"
"701","C0079104","D014626","88175","Smears, Vaginal"
"702","C0079104","D014626","88174","Smears, Vaginal"
"703","C0037805","D013053","84311","Spectrophotometry"
"704","C0024487","D009682","76390","Spectroscopy, MR"
"705","C0037813","D013058","83789","Spectrum Analyses, Mass"
"706","C0037842","D013076","89310","Sperm Count"
"707","C0037842","D013076","89320","Sperm Count"
"708","C0037842","D013076","89322","Sperm Count"
"709","C0037842","D013076","89300","Sperm Count"
"710","C0037995","D013156","1006845","Splenectomies"
"711","C0037995","D013156","1006846","Splenectomies"
"712","C0037995","D013156","1006845","Splenectomy"
"713","C0037995","D013156","1006846","Splenectomy"
"714","C0038153","D013200","69650","Stapes Mobilization"
"715","C0038153","D013200","69650","Stapes Mobilizations"
"716","C0024887","D015414","19304","Subcutaneous Mastectomies"
"717","C0024887","D015414","19304","Subcutaneous Mastectomy"
"718","C0038902","D013509","1008681","Surgery, Gynecologic"
"719","C0038925","D013524","1003472","Surgical Flaps"
"720","C0032716","D011167","37140","Surgical Portacaval Shunts"
"721","C0039038","D013562","1009664","Sympathectomies"
"722","C0039038","D013562","1009669","Sympathectomies"
"723","C0039038","D013562","1009664","Sympathectomy"
"724","C0039038","D013562","1009669","Sympathectomy"
"725","C0039038","D013562","1009664","Sympathetic Denervations"
"726","C0039038","D013562","1009669","Sympathetic Denervations"
"727","C0919842","D013588","86780","Syphilis Serodiagnoses"
"728","C0919842","D013588","86780","Syphilis Serodiagnosis"
"729","C0039194","D013601","1011953","T Cells"
"730","C0039194","D013601","1011953","T Lymphocytes"
"731","C0039194","D013601","1011953","T-Cell"
"732","C0039194","D013601","1011953","T-Lymphocyte"
"733","C0039194","D013601","1011953","T-Lymphocytes"
"734","C0031041","D010491","33025","Technic, Pericardial Window"
"735","C0031041","D010491","33025","Technics, Pericardial Window"
"736","C0031041","D010491","33025","Technique, Pericardial Window"
"737","C0031041","D010491","33025","Techniques, Pericardial Window"
"738","C0039505","D013709","26510","Tendon Transfer"
"739","C0039505","D013709","26510","Tendon Transfers"
"740","C0015915","D005307","1008937","Test Tube Fertilization"
"741","C0005790","D001780","1011784","Test, Blood Coagulation"
"742","C0006778","D002150","92533","Test, Caloric"
"743","C0017231","D005779","1011937","Test, Gel Diffusion"
"744","C0018904","D006385","86280","Test, Hemagglutination Inhibition"
"745","C0030646","D010328","95044","Test, Patch"
"746","C0032184","D010979","85597","Test, Platelet Function"
"747","C0032184","D010979","85576","Test, Platelet Function"
"748","C0033905","D011581","96103","Test, Psychologic"
"749","C0033905","D011581","96101","Test, Psychologic"
"750","C0033905","D011581","96102","Test, Psychologic"
"751","C0036313","D012546","78270","Test, Schilling"
"752","C0036782","D015610","87197","Test, Schlichter"
"753","C0036782","D015610","87197","Test, Serum Bactericidal"
"754","C0037296","D012882","1011969","Test, Skin"
"755","C0015915","D005307","1008937","Test-Tube Fertilizations"
"756","C0006778","D002150","92533","Tests, Caloric"
"757","C0017231","D005779","1011937","Tests, Gel Diffusion"
"758","C0018904","D006385","86280","Tests, Hemagglutination Inhibition"
"759","C0030646","D010328","95044","Tests, Patch"
"760","C0032184","D010979","85597","Tests, Platelet Function"
"761","C0032184","D010979","85576","Tests, Platelet Function"
"762","C0033905","D011581","96103","Tests, Psychologic"
"763","C0033905","D011581","96101","Tests, Psychologic"
"764","C0033905","D011581","96102","Tests, Psychologic"
"765","C0036782","D015610","87197","Tests, Serum Bactericidal"
"766","C0037296","D012882","1011969","Tests, Skin"
"767","C0087111","D013812","97139","Therapeutics"
"768","C0015618","D005196","90846","Therapies, Family"
"769","C0031740","D010778","96912","Therapies, Photodynamic"
"770","C0031740","D010778","96910","Therapies, Photodynamic"
"771","C0031740","D010778","96913","Therapies, Photodynamic"
"772","C0031740","D010778","1013466","Therapies, Photodynamic"
"773","C0031740","D010778","1013474","Therapies, Photodynamic"
"774","C0034172","D011701","96912","Therapies, PUVA"
"775","C0041626","D014467","96900","Therapies, Ultraviolet"
"776","C0039814","D013819","77331","Thermoluminescent Dosimetries"
"777","C0039814","D013819","77331","Thermoluminescent Dosimetry"
"778","C0039989","D013906","1020900","Thoracoscopies"
"779","C0039989","D013906","1020900","Thoracoscopy"
"780","C0039990","D013907","1005962","Thoracostomies"
"781","C0039990","D013907","1005962","Thoracostomy"
"782","C0039991","D013908","32120","Thoracotomies"
"783","C0039991","D013908","1005966","Thoracotomies"
"784","C0039991","D013908","1020899","Thoracotomies"
"785","C0039991","D013908","32120","Thoracotomy"
"786","C0039991","D013908","1005966","Thoracotomy"
"787","C0039991","D013908","1020899","Thoracotomy"
"788","C0677634","D013918","85670","Thrombin Time"
"789","C0677634","D013918","1011864","Thrombin Time"
"790","C0677634","D013918","85670","Thrombin Times"
"791","C0677634","D013918","1011864","Thrombin Times"
"792","C0032202","D010983","36513","Thrombocytaphereses"
"793","C0032202","D010983","36513","Thrombocytophereses"
"794","C0039194","D013601","1011953","Thymus Dependent Lymphocytes"
"795","C0039194","D013601","1011953","Thymus-Dependent Lymphocyte"
"796","C0040145","D013965","60260","Thyroidectomies"
"797","C0040145","D013965","1009028","Thyroidectomies"
"798","C0040145","D013965","60260","Thyroidectomy"
"799","C0040145","D013965","1009028","Thyroidectomy"
"800","C0005729","D001760","85002","Time, Bleeding"
"801","C0033707","D011517","85610","Time, Prothrombin"
"802","C0033707","D011517","1014271","Time, Prothrombin"
"803","C0677634","D013918","85670","Time, Reptilase"
"804","C0677634","D013918","1011864","Time, Reptilase"
"805","C0677634","D013918","85670","Time, Thrombin"
"806","C0677634","D013918","1011864","Time, Thrombin"
"807","C0005729","D001760","85002","Times, Bleeding"
"808","C0033707","D011517","85610","Times, Prothrombin"
"809","C0033707","D011517","1014271","Times, Prothrombin"
"810","C0677634","D013918","85670","Times, Reptilase"
"811","C0677634","D013918","1011864","Times, Reptilase"
"812","C0677634","D013918","85670","Times, Thrombin"
"813","C0677634","D013918","1011864","Times, Thrombin"
"814","C0080232","D016378","20926","Tissue Grafting"
"815","C0080232","D016378","20926","Tissue Transplantation"
"816","C0040405","D014057","76497","Tomographies, Computed X-Ray"
"817","C0040405","D014057","76497","Tomography, Computed X-Ray"
"818","C0040405","D014057","76497","Tomography, X-Ray Computed"
"819","C0043162","D014916","77470","Total Body Irradiations"
"820","C0040555","D014121","90749","Toxoids"
"821","C0040590","D014139","31600","Tracheostomies"
"822","C0040590","D014139","31601","Tracheostomies"
"823","C0040590","D014139","31600","Tracheostomy"
"824","C0040590","D014139","31601","Tracheostomy"
"825","C0037894","D013105","47460","Transduodenal Sphincteroplasties"
"826","C0037894","D013105","47460","Transduodenal Sphincteroplasty"
"827","C0037897","D013105","47460","Transduodenal Sphincterotomies"
"828","C0013938","D004624","58974","Transfer, Embryo"
"829","C0016999","D015181","58976","Transfer, Gamete Intrafallopian"
"830","C0013938","D004624","58974","Transfers, Embryo"
"831","C0039505","D013709","26510","Transfers, Tendon"
"832","C0085430","D016913","36430","Transfusion, Blood Component"
"833","C0005843","D001805","36460","Transfusion, Fetal"
"834","C0005843","D001805","36460","Transfusion, Intrauterine Blood"
"835","C0086548","D017708","86950","Transfusion, Leukocyte"
"836","C0005841","D001803","36430","Transfusions, Blood"
"837","C0085430","D016913","36430","Transfusions, Blood Component"
"838","C0005843","D001805","36460","Transfusions, Fetal"
"839","C0005843","D001805","36460","Transfusions, Intrauterine"
"840","C0005843","D001805","36460","Transfusions, Intrauterine Blood"
"841","C0086548","D017708","86950","Transfusions, Leukocyte"
"842","C0037894","D013105","47460","Transhepatic Sphincteroplasties"
"843","C0037894","D013105","47460","Transhepatic Sphincteroplasty"
"844","C0037897","D013105","47460","Transhepatic Sphincterotomies"
"845","C0037897","D013105","47460","Transhepatic Sphincterotomy"
"846","C0018833","D016041","1006332","Transplantation, Heart Lung"
"847","C0018823","D016027","33945","Transplantations, Cardiac"
"848","C0010042","D016039","1009786","Transplantations, Cornea"
"849","C0010042","D016039","1009787","Transplantations, Cornea"
"850","C0010042","D016039","1009786","Transplantations, Corneal"
"851","C0010042","D016039","1009787","Transplantations, Corneal"
"852","C0018823","D016027","33945","Transplantations, Heart"
"853","C0018833","D016041","1006332","Transplantations, Heart-Lung"
"854","C0023911","D016031","1007811","Transplantations, Hepatic"
"855","C0022671","D016030","1008098","Transplantations, Kidney"
"856","C0023911","D016031","1007811","Transplantations, Liver"
"857","C0024128","D016040","32851","Transplantations, Lung"
"858","C0024128","D016040","1006036","Transplantations, Lung"
"859","C0030275","D016035","1007944","Transplantations, Pancreas"
"860","C0022671","D016030","1008098","Transplantations, Renal"
"861","C0040836","D014207","1009091","Trephining"
"862","C0042275","D015167","43640","Truncal Vagotomies"
"863","C0520483","D013246","58611","Tubal Ligations"
"864","C0041290","D014374","86580","Tuberculin Test"
"865","C0041290","D014374","86580","Tuberculin Tests"
"866","C0021001","D007123","86327","Two-Dimensional Immunoelectrophoresis"
"867","C0041447","D014433","69631","Tympanoplasties"
"868","C0041447","D014433","1010174","Tympanoplasties"
"869","C0041447","D014433","69631","Tympanoplasty"
"870","C0041447","D014433","1010174","Tympanoplasty"
"871","C0005844","D001788","86911","Typing, Blood"
"872","C0041618","D014463","76999","Ultrasonography"
"873","C0041618","D014463","1010759","Ultrasonography"
"874","C0041626","D014467","96900","Ultraviolet Therapies"
"875","C0041626","D014467","96900","Ultraviolet Therapy"
"876","C0026331","D008952","1021876","Unit, Mobile Health"
"877","C0026331","D008952","1021876","Units, Mobile Health"
"878","C0005845","D001806","84520","Urea Nitrogen, Blood"
"879","C0005845","D001806","80069","Urea Nitrogen, Blood"
"880","C0005845","D001806","80048","Urea Nitrogen, Blood"
"881","C0005845","D001806","80047","Urea Nitrogen, Blood"
"882","C0042014","D016482","81005","Urinalyses"
"883","C0042014","D016482","81099","Urinalyses"
"884","C0042014","D016482","1011229","Urinalyses"
"885","C0042014","D016482","1011223","Urinalyses"
"886","C0042014","D016482","81005","Urinalysis"
"887","C0042014","D016482","81099","Urinalysis"
"888","C0042014","D016482","1011229","Urinalysis"
"889","C0042014","D016482","1011223","Urinalysis"
"890","C0020710","D015907","58555","Uterine Endoscopies"
"891","C0042196","D014611","90749","Vaccination"
"892","C0042196","D014611","90749","Vaccinations"
"893","C0034496","D011819","90676","Vaccine, Rabies"
"894","C0034496","D011819","90675","Vaccine, Rabies"
"895","C0079104","D014626","88177","Vaginal Smear"
"896","C0079104","D014626","88175","Vaginal Smear"
"897","C0079104","D014626","88174","Vaginal Smear"
"898","C0079104","D014626","88177","Vaginal Smears"
"899","C0079104","D014626","88175","Vaginal Smears"
"900","C0079104","D014626","88174","Vaginal Smears"
"901","C0042273","D014629","43641","Vagotomies, Proximal Gastric"
"902","C0042275","D015167","43640","Vagotomies, Truncal"
"903","C0042273","D014629","43641","Vagotomy, Proximal Gastric"
"904","C0042275","D015167","43640","Vagotomy, Truncal"
"905","C0042387","D014659","55250","Vasectomies"
"906","C0042387","D014659","55250","Vasectomy"
"907","C0042416","D014669","1008619","Vasostomies"
"908","C0042421","D014669","55400","Vasovasostomies"
"909","C0042421","D014669","55400","Vasovasostomy"
"910","C0600406","D018962","36406","Venipunctures"
"911","C0042515","D014696","62180","Ventriculocisternostomies"
"912","C0042609","D014727","40845","Vestibuloplasties"
"913","C0042609","D014727","1007011","Vestibuloplasties"
"914","C0042609","D014727","40845","Vestibuloplasty"
"915","C0042609","D014727","1007011","Vestibuloplasty"
"916","C0020043","D006792","99600","Visits, Home"
"917","C0020043","D006792","1013774","Visits, Home"
"918","C0018935","D006400","85014","Volume, Packed Erythrocyte"
"919","C0018935","D006400","85014","Volume, Packed Red-Cell"
"920","C0018935","D006400","85014","Volumes, Packed Erythrocyte"
"921","C0018935","D006400","85014","Volumes, Packed Red-Cell"
"922","C0043159","D014914","85345","Whole Blood Coagulation Time"
"923","C0043162","D014916","77470","Whole Body Irradiation"
"924","C0043162","D014916","77470","Whole Body Radiation"
"925","C0043162","D014916","77470","Whole-Body Irradiation"
"926","C0043162","D014916","77470","Whole-Body Irradiations"
"927","C0043162","D014916","77470","Whole-Body Radiations"
"928","C0031041","D010491","33025","Window Technic, Pericardial"
"929","C0031041","D010491","33025","Window Technics, Pericardial"
"930","C0031041","D010491","33025","Window Technique, Pericardial"
"931","C0031041","D010491","33025","Window Techniques, Pericardial"
"932","C0040405","D014057","76497","X Ray, CT"
"933","C0040405","D014057","76497","X Rays, CT"
"934","C0040405","D014057","76497","X-Ray CAT Scan"
"935","C0040405","D014057","76497","X-Ray CAT Scans"
"936","C0040405","D014057","76497","X-Ray Computed Tomography"
"937","C0040405","D014057","76497","X-Ray Computerized Tomography"
"938","C0040405","D014057","76497","Xray Computed Tomography"
"939","C0034573","D011860","1010521","Radiography, Abdominal"
"940","C0062525","C045213","90371","HBIG"
"941","C0062525","C045213","90371","hepatitis B hyperimmune globulin"
"942","C0078049","C030799","90396","varicella-zoster immune globulin"
"943","C0078049","C030799","90396","varicellon"
"944","C0078049","C030799","90396","VZIG"
"945","C0023509","D007959","86821","Leukocyte Reaction, Mixed"
"946","C0023509","D007959","86821","Leukocyte Reactions, Mixed"
"947","C0023509","D007959","86821","Lymphocyte Reaction, Mixed"
"948","C0023509","D007959","86821","Lymphocyte Reactions, Mixed"
"949","C0023509","D007959","86821","Mixed Leukocyte Reactions"
"950","C0023509","D007959","86821","Mixed Lymphocyte Reactions"
"951","C0041618","D014463","76999","Imaging, Ultrasonic"
"952","C0041618","D014463","1010759","Imaging, Ultrasonic"
"953","C0162522","D017081","47562","Cholecystectomy, Laparoscopic"
"954","C0162522","D017081","47562","Celioscopic Cholecystectomies"
"955","C0162522","D017081","47562","Celioscopic Cholecystectomy"
"956","C0162522","D017081","47562","Cholecystectomies, Celioscopic"
"957","C0162522","D017081","47562","Cholecystectomies, Laparoscopic"
"958","C0162522","D017081","47562","Laparoscopic Cholecystectomies"
"959","C0162649","D017217","62273","Blood Patch, Epidural"
"960","C0162649","D017217","62273","Blood Patchs, Epidural"
"961","C0162649","D017217","62273","Epidural Blood Patchs"
"962","C0162649","D017217","62273","Patch, Epidural Blood"
"963","C0162649","D017217","62273","Patchs, Epidural Blood"
"964","C0162650","D017218","59012","Cordocentesis"
"965","C0162661","D017233","65110","Orbit Evisceration"
"966","C0162661","D017233","65110","Evisceration, Orbital"
"967","C0162661","D017233","65110","Eviscerations, Orbit"
"968","C0162661","D017233","65110","Eviscerations, Orbital"
"969","C0162661","D017233","65110","Orbit Eviscerations"
"970","C0162661","D017233","65110","Orbital Eviscerations"
"971","C0162662","D017234","65091","Eye Evisceration"
"972","C0162662","D017234","1009730","Eye Evisceration"
"973","C0162662","D017234","65091","Evisceration, Eye"
"974","C0162662","D017234","1009730","Evisceration, Eye"
"975","C0162662","D017234","65091","Eviscerations, Eye"
"976","C0162662","D017234","1009730","Eviscerations, Eye"
"977","C0162662","D017234","65091","Eye Eviscerations"
"978","C0162662","D017234","1009730","Eye Eviscerations"
"979","C0162701","D017286","95811","Polysomnography"
"980","C0162701","D017286","95783","Polysomnography"
"981","C0162701","D017286","95808","Polysomnography"
"982","C0162701","D017286","95782","Polysomnography"
"983","C0162701","D017286","95810","Polysomnography"
"984","C0162701","D017286","1013314","Polysomnography"
"985","C0162701","D017286","95811","Polysomnographies"
"986","C0162701","D017286","95783","Polysomnographies"
"987","C0162701","D017286","95808","Polysomnographies"
"988","C0162701","D017286","95782","Polysomnographies"
"989","C0162701","D017286","95810","Polysomnographies"
"990","C0162701","D017286","1013314","Polysomnographies"
"991","C0162701","D017286","95811","Sleep Monitoring"
"992","C0162701","D017286","95783","Sleep Monitoring"
"993","C0162701","D017286","95808","Sleep Monitoring"
"994","C0162701","D017286","95782","Sleep Monitoring"
"995","C0162701","D017286","95810","Sleep Monitoring"
"996","C0162701","D017286","1013314","Sleep Monitoring"
"997","C0162701","D017286","95811","Somnographies"
"998","C0162701","D017286","95783","Somnographies"
"999","C0162701","D017286","95808","Somnographies"
"1000","C0162701","D017286","95782","Somnographies"
"1001","C0162701","D017286","95810","Somnographies"
"1002","C0162701","D017286","1013314","Somnographies"
"1003","C0162702","D017287","62223","Ventriculoperitoneal Shunt"
"1004","C0162702","D017287","62223","Shunt, Ventriculo-peritoneal"
"1005","C0162702","D017287","62223","Shunt, Ventriculoperitoneal"
"1006","C0162702","D017287","62223","Shunts, Ventriculo-peritoneal"
"1007","C0162702","D017287","62223","Shunts, Ventriculoperitoneal"
"1008","C0162702","D017287","62223","Ventriculo peritoneal Shunt"
"1009","C0162702","D017287","62223","Ventriculo-peritoneal Shunts"
"1010","C0162702","D017287","62223","Ventriculoperitoneal Shunts"
"1011","C0162779","D017388","58976","Zygote Intrafallopian Transfer"
"1012","C0162779","D017388","58976","Intrafallopian Transfer, Zygote"
"1013","C0162779","D017388","58976","Intrafallopian Transfers, Zygote"
"1014","C0162779","D017388","58976","Pronuclear Stage Transfers"
"1015","C0162779","D017388","58976","Stage Transfer, Pronuclear"
"1016","C0162779","D017388","58976","Stage Transfers, Pronuclear"
"1017","C0162779","D017388","58976","Transfer, Pronuclear Stage"
"1018","C0162779","D017388","58976","Transfer, Zygote Intrafallopian"
"1019","C0162779","D017388","58976","Transfers, Pronuclear Stage"
"1020","C0162779","D017388","58976","Transfers, Zygote Intrafallopian"
"1021","C0162779","D017388","58976","Zygote Intrafallopian Transfers"
"1022","C0162780","D017391","65767","Epikeratophakia"
"1023","C0162780","D017391","65767","Epikeratophakias"
"1024","C0162788","D017403","88365","In Situ Hybridization"
"1025","C0162788","D017403","88364","In Situ Hybridization"
"1026","C0162788","D017403","88366","In Situ Hybridization"
"1027","C0162788","D017403","88365","Hybridization, In Situ"
"1028","C0162788","D017403","88364","Hybridization, In Situ"
"1029","C0162788","D017403","88366","Hybridization, In Situ"
"1030","C0162788","D017403","88365","Hybridizations, In Situ"
"1031","C0162788","D017403","88364","Hybridizations, In Situ"
"1032","C0162788","D017403","88366","Hybridizations, In Situ"
"1033","C0162788","D017403","88365","In Situ Hybridizations"
"1034","C0162788","D017403","88364","In Situ Hybridizations"
"1035","C0162788","D017403","88366","In Situ Hybridizations"
"1036","C0191234","D020519","33011","Pericardiocentesis"
"1037","C0191234","D020519","33010","Pericardiocentesis"
"1038","C0191234","D020519","1006059","Pericardiocentesis"
"1039","C0194261","D018666","1008219","Ureteroscopy"
